Station,Heure,Jour,Meteo,Affluence
La Défense,5,Mardi,Soleil,91
République,22,Dimanche,Soleil,114
Auber / Opéra,9,Vendredi,Soleil,535
Créteil-Préfecture,16,Samedi,Soleil,31
Gare du Nord,23,Jeudi,Soleil,526
Vincennes,23,Vendredi,Pluie,230
Neuilly-Plaisance,5,Vendredi,Soleil,0
Cergy-Préfecture,7,Vendredi,Nuageux,214
Cergy-Préfecture,5,Samedi,Soleil,53
Cergy-Préfecture,21,Mardi,Soleil,333
Aéroport CDG 2,13,Samedi,Nuageux,135
La Défense,9,Dimanche,Soleil,450
Saint-Denis (Stade),9,Vendredi,Nuageux,201
Aéroport d'Orly,15,Dimanche,Nuageux,140
Gare de Lyon,21,Samedi,Pluie,332
Châtelet-Les Halles,20,Dimanche,Nuageux,214
Saint-Denis (Stade),9,Mardi,Soleil,394
Nation,16,Dimanche,Pluie,181
Boulogne - Pont de Sèvres,18,Jeudi,Nuageux,632
Vincennes,14,Jeudi,Soleil,116
Boulogne - Pont de Sèvres,17,Lundi,Pluie,750
Versailles-Chantiers,19,Vendredi,Soleil,808
Saint-Denis (Stade),10,Vendredi,Nuageux,57
Montparnasse,9,Lundi,Soleil,417
Aéroport d'Orly,20,Mardi,Nuageux,318
Neuilly-Plaisance,10,Vendredi,Nuageux,81
Aéroport d'Orly,15,Dimanche,Nuageux,152
Aéroport d'Orly,13,Vendredi,Pluie,261
Gare de Lyon,9,Dimanche,Soleil,361
Saint-Denis (Stade),15,Dimanche,Soleil,126
Vincennes,10,Samedi,Soleil,152
Saint-Lazare,21,Samedi,Soleil,256
Montparnasse,13,Dimanche,Nuageux,170
Val de Fontenay,12,Jeudi,Soleil,164
Marne-la-Vallée (Chessy),11,Mardi,Nuageux,155
Val de Fontenay,9,Mardi,Nuageux,359
République,21,Jeudi,Pluie,335
Boulogne - Pont de Sèvres,13,Mardi,Nuageux,119
Bercy,23,Samedi,Pluie,199
Saint-Lazare,16,Lundi,Soleil,298
Val de Fontenay,12,Vendredi,Pluie,190
République,20,Dimanche,Nuageux,88
Montparnasse,18,Dimanche,Pluie,734
Bercy,18,Mercredi,Soleil,787
Aéroport d'Orly,23,Samedi,Soleil,260
Marne-la-Vallée (Chessy),7,Lundi,Soleil,325
Saint-Lazare,11,Jeudi,Soleil,175
Gare de Lyon,10,Jeudi,Soleil,245
Boulogne - Pont de Sèvres,9,Jeudi,Soleil,288
Créteil-Préfecture,20,Mercredi,Nuageux,158
Versailles-Chantiers,15,Lundi,Nuageux,215
Bercy,5,Mercredi,Nuageux,91
Saint-Denis (Stade),14,Samedi,Soleil,114
Val de Fontenay,21,Vendredi,Soleil,331
Cergy-Préfecture,11,Jeudi,Pluie,225
Auber / Opéra,7,Mercredi,Pluie,443
Juvisy,9,Vendredi,Nuageux,346
Nanterre-Préfecture,16,Vendredi,Soleil,149
Auber / Opéra,14,Samedi,Soleil,184
Boulogne - Pont de Sèvres,7,Vendredi,Nuageux,258
Versailles-Chantiers,20,Jeudi,Nuageux,243
Vincennes,10,Mardi,Nuageux,35
Aéroport CDG 2,20,Vendredi,Pluie,453
Juvisy,12,Mardi,Soleil,182
Vincennes,13,Vendredi,Pluie,124
Juvisy,17,Mercredi,Soleil,664
La Défense,6,Samedi,Pluie,188
Châtelet-Les Halles,13,Vendredi,Nuageux,280
Châtelet-Les Halles,17,Jeudi,Nuageux,1381
Auber / Opéra,18,Jeudi,Soleil,1022
Bercy,17,Mardi,Nuageux,754
Neuilly-Plaisance,23,Mardi,Nuageux,106
Nation,20,Samedi,Soleil,188
Saint-Denis (Stade),22,Dimanche,Pluie,170
Créteil-Préfecture,20,Lundi,Soleil,239
Massy-Palaiseau,6,Mercredi,Nuageux,67
Marne-la-Vallée (Chessy),5,Samedi,Soleil,103
Massy-Palaiseau,14,Lundi,Soleil,217
Nanterre-Préfecture,18,Samedi,Pluie,504
Versailles-Chantiers,21,Vendredi,Pluie,341
Créteil-Préfecture,22,Mardi,Nuageux,194
Saint-Lazare,11,Jeudi,Pluie,195
Aéroport d'Orly,21,Mercredi,Soleil,328
Massy-Palaiseau,8,Jeudi,Nuageux,295
Aéroport d'Orly,16,Samedi,Soleil,174
Nation,12,Mardi,Pluie,142
Noisy-le-Grand,6,Lundi,Pluie,3
Cergy-Préfecture,23,Mercredi,Nuageux,267
Neuilly-Plaisance,18,Mardi,Nuageux,540
Massy-Palaiseau,21,Dimanche,Nuageux,151
Juvisy,21,Dimanche,Nuageux,158
Nation,12,Jeudi,Nuageux,230
Juvisy,10,Vendredi,Soleil,76
Val de Fontenay,14,Vendredi,Soleil,217
Noisy-le-Grand,11,Vendredi,Pluie,101
Neuilly-Plaisance,6,Dimanche,Soleil,65
Vincennes,19,Samedi,Nuageux,403
Nanterre-Préfecture,9,Lundi,Pluie,432
La Défense,7,Dimanche,Pluie,292
La Défense,13,Jeudi,Soleil,287
Saint-Lazare,9,Mercredi,Pluie,563
La Défense,10,Mardi,Nuageux,254
République,8,Dimanche,Nuageux,156
Val de Fontenay,8,Vendredi,Pluie,341
Nation,21,Vendredi,Nuageux,320
Gare de Lyon,19,Lundi,Pluie,1534
Saint-Denis (Stade),11,Vendredi,Nuageux,50
Boulogne - Pont de Sèvres,23,Lundi,Pluie,223
Aéroport d'Orly,15,Dimanche,Soleil,109
Vincennes,7,Lundi,Soleil,226
Montparnasse,19,Lundi,Nuageux,1156
Auber / Opéra,23,Vendredi,Pluie,443
Nation,21,Vendredi,Soleil,278
Auber / Opéra,10,Samedi,Nuageux,164
Nation,9,Dimanche,Soleil,212
Gare de Lyon,17,Mercredi,Pluie,1427
Châtelet-Les Halles,21,Lundi,Nuageux,463
Saint-Denis (Stade),6,Samedi,Nuageux,132
Montparnasse,22,Mardi,Soleil,367
Val de Fontenay,14,Samedi,Pluie,191
Gare de Lyon,12,Jeudi,Pluie,277
Gare du Nord,12,Lundi,Nuageux,251
Massy-Palaiseau,22,Samedi,Nuageux,151
Nanterre-Préfecture,16,Mardi,Nuageux,115
Neuilly-Plaisance,9,Lundi,Pluie,256
Gare du Nord,8,Vendredi,Pluie,654
République,17,Samedi,Soleil,435
Saint-Lazare,8,Dimanche,Soleil,264
Saint-Lazare,5,Vendredi,Soleil,95
Juvisy,15,Mercredi,Nuageux,163
Saint-Denis (Stade),13,Mercredi,Nuageux,195
La Défense,21,Dimanche,Soleil,293
Vincennes,15,Lundi,Nuageux,200
Auber / Opéra,14,Dimanche,Pluie,176
Noisy-le-Grand,21,Vendredi,Pluie,320
Bercy,7,Lundi,Pluie,328
Gare de Lyon,23,Dimanche,Soleil,243
Cergy-Préfecture,7,Samedi,Soleil,136
République,10,Mardi,Pluie,95
Versailles-Chantiers,10,Lundi,Pluie,175
Bercy,11,Dimanche,Nuageux,96
Aéroport CDG 2,5,Mercredi,Soleil,44
Massy-Palaiseau,12,Jeudi,Pluie,160
Châtelet-Les Halles,20,Mardi,Pluie,502
Noisy-le-Grand,19,Mercredi,Soleil,825
Gare de Lyon,23,Vendredi,Pluie,587
Vincennes,14,Lundi,Soleil,167
Bercy,16,Mercredi,Nuageux,150
Aéroport d'Orly,9,Samedi,Nuageux,218
République,7,Mercredi,Pluie,331
Nation,17,Vendredi,Soleil,911
Aéroport d'Orly,23,Jeudi,Soleil,270
Saint-Lazare,7,Vendredi,Soleil,289
Créteil-Préfecture,7,Lundi,Soleil,175
Bercy,20,Samedi,Nuageux,117
Boulogne - Pont de Sèvres,16,Vendredi,Pluie,207
Aéroport d'Orly,22,Lundi,Soleil,315
Massy-Palaiseau,21,Dimanche,Nuageux,93
Montparnasse,21,Dimanche,Soleil,171
Marne-la-Vallée (Chessy),21,Samedi,Soleil,105
Massy-Palaiseau,11,Samedi,Soleil,133
Val de Fontenay,18,Dimanche,Pluie,690
Gare de Lyon,15,Vendredi,Soleil,299
Créteil-Préfecture,20,Jeudi,Soleil,285
Créteil-Préfecture,8,Lundi,Soleil,296
Massy-Palaiseau,23,Lundi,Pluie,383
Nanterre-Préfecture,12,Mercredi,Pluie,53
Gare du Nord,9,Vendredi,Soleil,591
Versailles-Chantiers,7,Mercredi,Nuageux,234
Saint-Denis (Stade),7,Mardi,Soleil,184
Châtelet-Les Halles,21,Lundi,Pluie,635
Juvisy,10,Jeudi,Nuageux,122
Auber / Opéra,14,Dimanche,Nuageux,78
Saint-Denis (Stade),13,Jeudi,Pluie,132
Saint-Lazare,10,Lundi,Soleil,168
Saint-Lazare,6,Mercredi,Pluie,226
Marne-la-Vallée (Chessy),7,Lundi,Pluie,347
Créteil-Préfecture,15,Mardi,Nuageux,207
Neuilly-Plaisance,19,Samedi,Pluie,384
Marne-la-Vallée (Chessy),18,Dimanche,Nuageux,515
Marne-la-Vallée (Chessy),17,Dimanche,Soleil,539
Neuilly-Plaisance,21,Mardi,Pluie,321
République,15,Dimanche,Soleil,161
République,10,Mardi,Pluie,98
Gare du Nord,6,Lundi,Nuageux,203
Juvisy,5,Samedi,Nuageux,52
Montparnasse,8,Vendredi,Nuageux,350
Créteil-Préfecture,13,Mercredi,Pluie,164
Neuilly-Plaisance,15,Jeudi,Soleil,189
Marne-la-Vallée (Chessy),10,Samedi,Nuageux,154
Noisy-le-Grand,20,Vendredi,Soleil,232
La Défense,14,Samedi,Nuageux,196
Vincennes,7,Lundi,Pluie,345
Vincennes,14,Mercredi,Nuageux,150
La Défense,16,Dimanche,Soleil,172
Aéroport d'Orly,5,Samedi,Soleil,17
Aéroport CDG 2,14,Lundi,Soleil,228
Vincennes,14,Dimanche,Pluie,104
Aéroport CDG 2,8,Jeudi,Pluie,511
Nation,13,Lundi,Pluie,212
Créteil-Préfecture,13,Dimanche,Soleil,5
Noisy-le-Grand,16,Lundi,Pluie,156
Créteil-Préfecture,15,Vendredi,Soleil,248
Bercy,10,Lundi,Nuageux,178
Gare du Nord,11,Jeudi,Soleil,317
Val de Fontenay,13,Vendredi,Nuageux,117
Nanterre-Préfecture,15,Dimanche,Nuageux,87
Saint-Denis (Stade),21,Lundi,Soleil,310
Aéroport CDG 2,15,Lundi,Nuageux,171
République,22,Mardi,Pluie,263
République,13,Dimanche,Nuageux,40
Saint-Lazare,21,Samedi,Nuageux,192
Bercy,20,Mardi,Pluie,339
Saint-Denis (Stade),18,Vendredi,Pluie,983
Boulogne - Pont de Sèvres,5,Samedi,Nuageux,62
Nation,6,Jeudi,Nuageux,66
Vincennes,15,Lundi,Nuageux,92
Saint-Lazare,11,Samedi,Pluie,143
Auber / Opéra,14,Dimanche,Soleil,116
Aéroport d'Orly,16,Dimanche,Nuageux,109
Massy-Palaiseau,15,Samedi,Soleil,146
Gare de Lyon,6,Samedi,Soleil,74
Nation,18,Mercredi,Nuageux,916
Noisy-le-Grand,13,Vendredi,Soleil,146
Boulogne - Pont de Sèvres,16,Samedi,Pluie,60
Marne-la-Vallée (Chessy),14,Vendredi,Pluie,186
Juvisy,6,Lundi,Pluie,65
Créteil-Préfecture,16,Vendredi,Nuageux,92
Massy-Palaiseau,7,Mercredi,Soleil,291
Juvisy,17,Dimanche,Pluie,401
Marne-la-Vallée (Chessy),23,Samedi,Soleil,130
Boulogne - Pont de Sèvres,17,Samedi,Pluie,388
Val de Fontenay,20,Dimanche,Nuageux,161
Bercy,5,Vendredi,Nuageux,49
Noisy-le-Grand,12,Jeudi,Nuageux,1
Aéroport d'Orly,17,Samedi,Soleil,442
Cergy-Préfecture,11,Samedi,Soleil,149
Marne-la-Vallée (Chessy),6,Mercredi,Soleil,103
La Défense,17,Samedi,Pluie,840
Juvisy,16,Jeudi,Nuageux,150
Saint-Lazare,21,Mardi,Nuageux,417
Aéroport d'Orly,13,Mardi,Pluie,184
La Défense,14,Lundi,Pluie,302
Aéroport CDG 2,7,Dimanche,Soleil,166
La Défense,15,Lundi,Nuageux,327
Neuilly-Plaisance,16,Dimanche,Soleil,102
Nation,11,Vendredi,Pluie,256
Nanterre-Préfecture,14,Mardi,Nuageux,166
Nanterre-Préfecture,14,Vendredi,Nuageux,186
Montparnasse,14,Vendredi,Nuageux,208
Massy-Palaiseau,8,Jeudi,Nuageux,263
Bercy,14,Mercredi,Soleil,118
Versailles-Chantiers,14,Jeudi,Soleil,154
Massy-Palaiseau,8,Jeudi,Soleil,282
République,11,Jeudi,Nuageux,87
Noisy-le-Grand,22,Samedi,Nuageux,107
Bercy,7,Mercredi,Nuageux,344
Nation,19,Samedi,Nuageux,553
Auber / Opéra,9,Jeudi,Pluie,523
Gare du Nord,13,Samedi,Pluie,73
Gare du Nord,16,Samedi,Nuageux,193
Gare de Lyon,20,Lundi,Pluie,515
République,15,Vendredi,Soleil,182
Nanterre-Préfecture,21,Jeudi,Soleil,186
Marne-la-Vallée (Chessy),7,Mardi,Pluie,286
Boulogne - Pont de Sèvres,19,Dimanche,Soleil,410
Val de Fontenay,8,Mercredi,Pluie,414
Versailles-Chantiers,13,Vendredi,Soleil,276
Auber / Opéra,12,Jeudi,Nuageux,59
Nanterre-Préfecture,22,Mercredi,Pluie,258
Aéroport CDG 2,8,Samedi,Pluie,286
Gare de Lyon,9,Mercredi,Pluie,676
Gare du Nord,13,Mardi,Nuageux,357
Nanterre-Préfecture,20,Mercredi,Pluie,232
Créteil-Préfecture,8,Vendredi,Soleil,231
Saint-Denis (Stade),20,Mercredi,Pluie,276
Versailles-Chantiers,9,Jeudi,Nuageux,342
Créteil-Préfecture,11,Lundi,Nuageux,158
Aéroport CDG 2,15,Mercredi,Nuageux,298
Versailles-Chantiers,11,Vendredi,Pluie,174
Juvisy,10,Jeudi,Nuageux,59
Versailles-Chantiers,23,Dimanche,Soleil,195
Auber / Opéra,21,Samedi,Pluie,364
Val de Fontenay,10,Mercredi,Pluie,218
Bercy,23,Mercredi,Nuageux,230
Val de Fontenay,21,Jeudi,Soleil,315
Créteil-Préfecture,16,Mercredi,Soleil,298
République,16,Jeudi,Soleil,294
La Défense,17,Mardi,Pluie,1460
Boulogne - Pont de Sèvres,10,Samedi,Nuageux,36
Montparnasse,23,Lundi,Nuageux,404
Créteil-Préfecture,5,Mercredi,Nuageux,7
Châtelet-Les Halles,17,Mardi,Pluie,1709
Châtelet-Les Halles,9,Jeudi,Soleil,647
Aéroport d'Orly,5,Lundi,Pluie,98
Montparnasse,7,Mercredi,Pluie,382
Aéroport CDG 2,7,Samedi,Pluie,363
Saint-Lazare,19,Mardi,Soleil,1180
La Défense,19,Jeudi,Soleil,1470
Versailles-Chantiers,8,Mercredi,Pluie,406
Noisy-le-Grand,12,Mardi,Nuageux,137
Massy-Palaiseau,7,Lundi,Nuageux,165
La Défense,12,Lundi,Pluie,278
Créteil-Préfecture,16,Samedi,Nuageux,103
La Défense,22,Samedi,Soleil,325
Versailles-Chantiers,17,Mardi,Nuageux,691
Créteil-Préfecture,12,Lundi,Pluie,125
Noisy-le-Grand,21,Lundi,Pluie,265
Gare du Nord,13,Mardi,Nuageux,305
La Défense,11,Jeudi,Nuageux,254
Aéroport d'Orly,19,Vendredi,Soleil,873
Cergy-Préfecture,20,Mercredi,Soleil,215
Versailles-Chantiers,12,Lundi,Soleil,119
Neuilly-Plaisance,20,Jeudi,Soleil,192
Nanterre-Préfecture,23,Jeudi,Nuageux,323
République,20,Samedi,Pluie,297
Cergy-Préfecture,18,Vendredi,Pluie,924
Gare de Lyon,20,Dimanche,Nuageux,242
Nanterre-Préfecture,5,Mardi,Nuageux,83
Aéroport d'Orly,22,Lundi,Pluie,431
Juvisy,22,Mercredi,Pluie,161
Châtelet-Les Halles,5,Lundi,Nuageux,55
Auber / Opéra,21,Mercredi,Nuageux,416
Aéroport d'Orly,11,Mercredi,Pluie,132
Neuilly-Plaisance,10,Vendredi,Soleil,82
Nation,17,Samedi,Soleil,550
Nation,11,Mercredi,Soleil,163
Boulogne - Pont de Sèvres,12,Mardi,Pluie,121
Saint-Denis (Stade),16,Mercredi,Pluie,164
République,20,Jeudi,Nuageux,226
Marne-la-Vallée (Chessy),7,Dimanche,Nuageux,208
Aéroport d'Orly,11,Jeudi,Nuageux,149
Montparnasse,10,Dimanche,Pluie,187
Aéroport d'Orly,17,Samedi,Pluie,613
Versailles-Chantiers,18,Lundi,Nuageux,733
Gare du Nord,17,Mercredi,Soleil,1365
Versailles-Chantiers,12,Vendredi,Nuageux,153
Bercy,23,Dimanche,Soleil,169
Boulogne - Pont de Sèvres,18,Mercredi,Nuageux,556
République,9,Mercredi,Soleil,269
Auber / Opéra,22,Mercredi,Pluie,426
Créteil-Préfecture,8,Vendredi,Soleil,208
Saint-Denis (Stade),5,Lundi,Nuageux,57
Juvisy,5,Samedi,Nuageux,27
Neuilly-Plaisance,13,Mercredi,Soleil,190
Val de Fontenay,23,Lundi,Pluie,349
Bercy,5,Vendredi,Nuageux,49
Noisy-le-Grand,19,Lundi,Nuageux,788
République,17,Lundi,Pluie,1055
Cergy-Préfecture,11,Mardi,Nuageux,68
Versailles-Chantiers,18,Mercredi,Pluie,938
Saint-Denis (Stade),6,Dimanche,Nuageux,88
Massy-Palaiseau,17,Dimanche,Nuageux,511
Montparnasse,12,Lundi,Soleil,229
Saint-Lazare,16,Mercredi,Nuageux,290
Bercy,17,Mardi,Pluie,800
Val de Fontenay,7,Mardi,Soleil,351
Gare du Nord,23,Lundi,Pluie,674
Auber / Opéra,16,Lundi,Soleil,153
Marne-la-Vallée (Chessy),6,Dimanche,Soleil,85
Gare de Lyon,22,Mardi,Nuageux,447
Montparnasse,20,Jeudi,Soleil,242
Aéroport CDG 2,13,Lundi,Pluie,279
Versailles-Chantiers,21,Dimanche,Soleil,90
Aéroport d'Orly,22,Jeudi,Soleil,304
Bercy,23,Samedi,Nuageux,184
Saint-Lazare,11,Vendredi,Nuageux,159
Gare du Nord,8,Vendredi,Soleil,548
La Défense,12,Dimanche,Soleil,139
Vincennes,5,Vendredi,Pluie,112
Bercy,14,Lundi,Nuageux,160
Massy-Palaiseau,8,Dimanche,Pluie,177
Auber / Opéra,21,Lundi,Soleil,287
Nanterre-Préfecture,11,Vendredi,Pluie,249
Gare du Nord,5,Jeudi,Nuageux,32
Auber / Opéra,20,Lundi,Pluie,389
Vincennes,14,Lundi,Nuageux,262
La Défense,15,Mercredi,Nuageux,276
Montparnasse,10,Mercredi,Pluie,302
Saint-Denis (Stade),5,Mercredi,Soleil,175
Nation,13,Mardi,Soleil,154
Gare de Lyon,15,Lundi,Nuageux,329
Juvisy,10,Vendredi,Pluie,95
Aéroport CDG 2,23,Mardi,Pluie,415
Nation,17,Mardi,Pluie,1115
Créteil-Préfecture,21,Mardi,Nuageux,219
Saint-Lazare,18,Vendredi,Soleil,1110
Montparnasse,8,Mardi,Soleil,445
Montparnasse,11,Mercredi,Soleil,187
Massy-Palaiseau,19,Samedi,Nuageux,443
Saint-Lazare,14,Dimanche,Soleil,140
Noisy-le-Grand,9,Mardi,Nuageux,327
République,17,Jeudi,Pluie,964
Boulogne - Pont de Sèvres,19,Mercredi,Soleil,681
Neuilly-Plaisance,7,Lundi,Pluie,258
Bercy,23,Lundi,Soleil,271
Châtelet-Les Halles,7,Mercredi,Soleil,520
Val de Fontenay,23,Dimanche,Soleil,229
Saint-Lazare,16,Samedi,Nuageux,137
La Défense,18,Dimanche,Soleil,816
Saint-Lazare,12,Lundi,Nuageux,143
République,22,Vendredi,Soleil,381
Saint-Denis (Stade),8,Vendredi,Pluie,383
Nation,15,Samedi,Nuageux,153
Vincennes,21,Mardi,Soleil,184
Saint-Denis (Stade),23,Samedi,Pluie,148
Saint-Lazare,8,Dimanche,Soleil,352
Créteil-Préfecture,10,Dimanche,Soleil,6
Val de Fontenay,6,Jeudi,Soleil,74
Bercy,11,Samedi,Soleil,42
Val de Fontenay,23,Dimanche,Nuageux,84
Gare de Lyon,18,Mardi,Pluie,1454
Noisy-le-Grand,20,Jeudi,Pluie,291
Nation,12,Samedi,Nuageux,167
Aéroport d'Orly,22,Dimanche,Nuageux,132
Vincennes,13,Lundi,Pluie,223
Auber / Opéra,8,Mercredi,Soleil,403
Châtelet-Les Halles,18,Mardi,Nuageux,1511
Nanterre-Préfecture,22,Samedi,Soleil,89
République,9,Vendredi,Soleil,363
Créteil-Préfecture,5,Dimanche,Soleil,50
Nation,10,Mardi,Nuageux,125
Gare du Nord,8,Vendredi,Soleil,522
Marne-la-Vallée (Chessy),23,Mercredi,Nuageux,294
Neuilly-Plaisance,21,Mercredi,Nuageux,147
Créteil-Préfecture,10,Mercredi,Soleil,100
Massy-Palaiseau,9,Mardi,Soleil,374
Aéroport CDG 2,10,Samedi,Nuageux,59
Saint-Lazare,5,Vendredi,Soleil,176
Versailles-Chantiers,22,Lundi,Pluie,348
Montparnasse,19,Jeudi,Pluie,1376
Nanterre-Préfecture,20,Mercredi,Nuageux,307
Saint-Lazare,13,Lundi,Nuageux,199
La Défense,9,Mardi,Soleil,512
Cergy-Préfecture,15,Jeudi,Pluie,222
Juvisy,9,Samedi,Pluie,339
Marne-la-Vallée (Chessy),10,Samedi,Pluie,17
Nanterre-Préfecture,6,Samedi,Pluie,49
Vincennes,14,Lundi,Pluie,237
Gare de Lyon,8,Samedi,Nuageux,244
Val de Fontenay,18,Samedi,Pluie,724
Montparnasse,7,Lundi,Nuageux,436
République,17,Samedi,Soleil,522
Montparnasse,19,Mercredi,Soleil,1116
Auber / Opéra,20,Lundi,Pluie,372
Juvisy,9,Samedi,Nuageux,122
Juvisy,14,Lundi,Nuageux,138
Aéroport d'Orly,7,Samedi,Nuageux,217
Boulogne - Pont de Sèvres,20,Jeudi,Soleil,241
Gare du Nord,12,Dimanche,Nuageux,64
Créteil-Préfecture,20,Jeudi,Nuageux,217
Noisy-le-Grand,9,Mardi,Soleil,359
Noisy-le-Grand,15,Mercredi,Nuageux,256
Massy-Palaiseau,23,Mercredi,Soleil,358
Nanterre-Préfecture,20,Dimanche,Soleil,171
Saint-Denis (Stade),18,Lundi,Soleil,742
Massy-Palaiseau,15,Mercredi,Pluie,249
Saint-Lazare,18,Mercredi,Soleil,1173
Marne-la-Vallée (Chessy),20,Dimanche,Pluie,217
Versailles-Chantiers,22,Vendredi,Nuageux,302
Marne-la-Vallée (Chessy),7,Dimanche,Pluie,220
Neuilly-Plaisance,7,Dimanche,Pluie,142
Montparnasse,5,Samedi,Soleil,29
Montparnasse,16,Dimanche,Soleil,114
Gare de Lyon,11,Lundi,Nuageux,208
Créteil-Préfecture,15,Samedi,Pluie,146
Nanterre-Préfecture,17,Vendredi,Soleil,715
Noisy-le-Grand,18,Mardi,Soleil,728
Gare de Lyon,16,Dimanche,Pluie,201
Juvisy,10,Jeudi,Pluie,68
Cergy-Préfecture,10,Mercredi,Soleil,137
Juvisy,11,Mercredi,Nuageux,89
Gare du Nord,10,Dimanche,Soleil,126
Créteil-Préfecture,13,Vendredi,Nuageux,210
Gare de Lyon,21,Dimanche,Soleil,320
Aéroport d'Orly,21,Samedi,Pluie,152
Massy-Palaiseau,19,Mercredi,Nuageux,854
Aéroport d'Orly,5,Jeudi,Nuageux,69
Saint-Lazare,18,Lundi,Nuageux,1021
Juvisy,6,Vendredi,Soleil,61
Aéroport d'Orly,11,Mercredi,Nuageux,131
Auber / Opéra,17,Jeudi,Pluie,1188
Noisy-le-Grand,11,Mercredi,Soleil,190
République,22,Mercredi,Pluie,396
Gare du Nord,10,Lundi,Soleil,207
Nation,23,Vendredi,Pluie,441
Marne-la-Vallée (Chessy),13,Samedi,Soleil,119
Saint-Denis (Stade),14,Dimanche,Pluie,132
Boulogne - Pont de Sèvres,8,Vendredi,Pluie,292
Juvisy,16,Jeudi,Pluie,188
Châtelet-Les Halles,17,Dimanche,Nuageux,784
Créteil-Préfecture,22,Dimanche,Nuageux,110
République,17,Samedi,Pluie,587
République,22,Samedi,Soleil,271
Gare du Nord,9,Vendredi,Soleil,584
Cergy-Préfecture,20,Mardi,Nuageux,268
Gare de Lyon,14,Lundi,Pluie,392
Noisy-le-Grand,18,Mercredi,Nuageux,758
Massy-Palaiseau,19,Vendredi,Soleil,905
Val de Fontenay,15,Mardi,Nuageux,164
Créteil-Préfecture,12,Vendredi,Nuageux,129
Gare du Nord,21,Dimanche,Soleil,189
Gare de Lyon,7,Dimanche,Pluie,258
Neuilly-Plaisance,5,Mercredi,Nuageux,42
Gare du Nord,11,Vendredi,Nuageux,293
Châtelet-Les Halles,6,Mercredi,Pluie,133
Créteil-Préfecture,14,Samedi,Soleil,133
Saint-Lazare,22,Jeudi,Pluie,429
Cergy-Préfecture,11,Vendredi,Nuageux,185
Gare du Nord,9,Lundi,Soleil,614
Marne-la-Vallée (Chessy),8,Mercredi,Pluie,382
Aéroport d'Orly,18,Samedi,Nuageux,465
Neuilly-Plaisance,7,Lundi,Nuageux,306
Aéroport CDG 2,17,Jeudi,Soleil,955
La Défense,7,Lundi,Pluie,532
Aéroport CDG 2,12,Lundi,Soleil,234
Val de Fontenay,22,Dimanche,Soleil,9
Gare de Lyon,23,Jeudi,Pluie,547
Massy-Palaiseau,8,Samedi,Nuageux,174
Massy-Palaiseau,14,Vendredi,Pluie,165
Auber / Opéra,7,Jeudi,Nuageux,315
Montparnasse,16,Mardi,Nuageux,247
Aéroport CDG 2,10,Mercredi,Soleil,153
Nanterre-Préfecture,23,Dimanche,Soleil,214
Versailles-Chantiers,8,Samedi,Soleil,189
Aéroport CDG 2,7,Samedi,Nuageux,149
République,22,Mercredi,Pluie,409
Massy-Palaiseau,12,Samedi,Soleil,3
République,6,Samedi,Nuageux,11
Marne-la-Vallée (Chessy),11,Vendredi,Pluie,165
Montparnasse,15,Samedi,Pluie,213
Saint-Denis (Stade),10,Jeudi,Pluie,98
Gare du Nord,23,Dimanche,Nuageux,291
Boulogne - Pont de Sèvres,7,Mercredi,Soleil,171
Vincennes,17,Mercredi,Pluie,853
Cergy-Préfecture,6,Samedi,Soleil,121
Aéroport CDG 2,9,Samedi,Pluie,359
Châtelet-Les Halles,19,Lundi,Pluie,1924
Créteil-Préfecture,14,Jeudi,Nuageux,177
Neuilly-Plaisance,10,Lundi,Nuageux,104
Aéroport CDG 2,18,Mardi,Soleil,1036
Aéroport d'Orly,5,Mardi,Pluie,103
Vincennes,13,Mardi,Pluie,240
Montparnasse,14,Vendredi,Nuageux,207
Châtelet-Les Halles,15,Dimanche,Pluie,257
Val de Fontenay,23,Dimanche,Nuageux,206
République,13,Jeudi,Nuageux,230
Auber / Opéra,16,Vendredi,Soleil,213
Gare du Nord,10,Mardi,Nuageux,210
Massy-Palaiseau,20,Samedi,Pluie,119
Cergy-Préfecture,17,Vendredi,Nuageux,666
Cergy-Préfecture,10,Mercredi,Soleil,74
Marne-la-Vallée (Chessy),17,Vendredi,Pluie,969
Gare du Nord,19,Dimanche,Soleil,887
Aéroport CDG 2,22,Jeudi,Soleil,411
La Défense,20,Lundi,Nuageux,382
Nation,13,Jeudi,Soleil,205
Versailles-Chantiers,22,Lundi,Pluie,394
Nanterre-Préfecture,14,Dimanche,Nuageux,95
Aéroport CDG 2,16,Samedi,Pluie,121
Cergy-Préfecture,9,Vendredi,Pluie,399
Saint-Denis (Stade),6,Vendredi,Nuageux,174
Gare de Lyon,13,Jeudi,Soleil,181
Nation,22,Samedi,Nuageux,203
Châtelet-Les Halles,5,Dimanche,Soleil,61
Gare de Lyon,18,Lundi,Soleil,1265
Auber / Opéra,7,Mardi,Soleil,288
Nanterre-Préfecture,15,Samedi,Soleil,122
Châtelet-Les Halles,22,Mardi,Pluie,570
Boulogne - Pont de Sèvres,6,Dimanche,Nuageux,102
Juvisy,21,Vendredi,Soleil,230
Gare de Lyon,7,Vendredi,Nuageux,450
Aéroport d'Orly,11,Samedi,Pluie,128
Marne-la-Vallée (Chessy),7,Samedi,Nuageux,129
Nation,19,Samedi,Pluie,699
Juvisy,8,Mercredi,Soleil,196
